"Job ID","Account Job ID","Service Job","Job Mode","Computer Name","User Name","Login Name","Card ID","Number of Card Issuance","Main Code","Sub Code","Starting Date & Time","Completing Date & Time","Black & White Total Count","Full Color Total Count","2-Color Total Count","Single Color Total Count","12x18(A3W):B/W","12x18(A3W):Full Color","12x18(A3W):2 Color","12x18(A3W):Single Color","A3:B/W","A3:Full Color","A3:2 Color","A3:Single Color","9x12(A4W):B/W","9x12(A4W):Full Color","9x12(A4W):2 Color","9x12(A4W):Single Color","A4:B/W","A4:Full Color","A4:2 Color","A4:Single Color","A5:B/W","A5:Full Color","A5:2 Color","A5:Single Color","B4:B/W","B4:Full Color","B4:2 Color","B4:Single Color","B5:B/W","B5:Full Color","B5:2 Color","B5:Single Color","13x19:B/W","13x19:Full Color","13x19:2 Color","13x19:Single Color","Ledger:B/W","Ledger:Full Color","Ledger:2 Color","Ledger:Single Color","Foolscap:B/W","Foolscap:Full Color","Foolscap:2 Color","Foolscap:Single Color","Legal:B/W","Legal:Full Color","Legal:2 Color","Legal:Single Color","Letter:B/W","Letter:Full Color","Letter:2 Color","Letter:Single Color","Executive:B/W","Executive:Full Color","Executive:2 Color","Executive:Single Color","Invoice:B/W","Invoice:Full Color","Invoice:2 Color","Invoice:Single Color","8 1/2x13 2/5:B/W","8 1/2x13 2/5:Full Color","8 1/2x13 2/5:2 Color","8 1/2x13 2/5:Single Color","8 1/2x13 1/2:B/W","8 1/2x13 1/2:Full Color","8 1/2x13 1/2:2 Color","8 1/2x13 1/2:Single Color","8K:B/W","8K:Full Color","8K:2 Color","8K:Single Color","16K:B/W","16K:Full Color","16K:2 Color","16K:Single Color","Japanese Postcard / A6:B/W","Japanese Postcard / A6:Full Color","Japanese Postcard / A6:2 Color","Japanese Postcard / A6:Single Color","320x450:B/W","320x450:Full Color","320x450:2 Color","320x450:Single Color","225x320:B/W","225x320:Full Color","225x320:2 Color","225x320:Single Color","234x318:B/W","234x318:Full Color","234x318:2 Color","234x318:Single Color","220x312:B/W","220x312:Full Color","220x312:2 Color","220x312:Single Color","318x469:B/W","318x469:Full Color","318x469:2 Color","318x469:Single Color","312x440:B/W","312x440:Full Color","312x440:2 Color","312x440:Single Color","Monarch:B/W","Monarch:Full Color","Monarch:2 Color","Monarch:Single Color","COM-9:B/W","COM-9:Full Color","COM-9:2 Color","COM-9:Single Color","COM-10:B/W","COM-10:Full Color","COM-10:2 Color","COM-10:Single Color","DL:B/W","DL:Full Color","DL:2 Color","DL:Single Color","C4:B/W","C4:Full Color","C4:2 Color","C4:Single Color","C5:B/W","C5:Full Color","C5:2 Color","C5:Single Color","Chokei3:B/W","Chokei3:Full Color","Chokei3:2 Color","Chokei3:Single Color","Chokei4:B/W","Chokei4:Full Color","Chokei4:2 Color","Chokei4:Single Color","C6:B/W","C6:Full Color","C6:2 Color","C6:Single Color","YOKEI-4:B/W","YOKEI-4:Full Color","YOKEI-4:2 Color","YOKEI-4:Single Color","kaku-2:B/W","kaku-2:Full Color","kaku-2:2 Color","kaku-2:Single Color","kaku-3:B/W","kaku-3:Full Color","kaku-3:2 Color","kaku-3:Single Color","Custom(Large):B/W","Custom(Large):Full Color","Custom(Large):2 Color","Custom(Large):Single Color","Custom:B/W","Custom:Full Color","Custom:2 Color","Custom:Single Color","Long Size:B/W","Long Size:Full Color","Long Size:2 Color","Long Size:Single Color","12x18(A3W)","A3","9x12(A4W)","A4","A5","B4","B5","13x19","Ledger","Foolscap","Legal","Letter","Executive","Invoice","8 1/2x13 2/5","8 1/2x13 1/2","8K","16K","Japanese Postcard / A6","320x450","225x320","234x318","220x312","318x469","312x440","Monarch","COM-9","COM-10","DL","C4","C5","Chokei3","Chokei4","C6","YOKEI-4","kaku-2","kaku-3","Custom(Large)","Custom","Long Size","Invalid Paper Count(Black & White)","Invalid Paper Count(Color)","Number of Reserved Sets","Number of Completed Sets","Number of Reserved Pages","Number of Completed Pages","Result","Error Cause","Output","Staple","Staple Count","Punch Count","Punch","Fold","Fold Count","Saddle Fold","Saddle Fold Count","Printer Tone","Direct Address","Sender Name","Sender Address","Transmission Type","Administrative Serial Number","Broadcast number","Entry Order","File Type","Sign","Encrypt","Compression Mode/Compression Ratio","Communication Time","Fax No.","Document Filing","Storing Mode","Color Setting","Special Modes","File Name","Data Size [KB]","Original Size","Original Type","Original Count","Paper Size","Paper Type","Paper Property","Duplex Setup","Resolution","Model Name","Unit Serial Number","Name","Machine Location","Machine ID"
"377","396","No","Print","N/A","No Authentication","No Authentication","N/A","N/A","N/A","N/A","2022-04-29T11:58:04","2022-04-29T12:01:32","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","100","1","1","OK","N/A","Sort","No Staple","0","0","No Punch","No Fold","0","No Saddle Fold","0","4bit","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No filing","No filing","Auto","Not Set","07-11-21 Bulletin","0","Letter","Text","1","Letter","Plain Paper 1","None","1-Sided","600x600","MX-3071S","1505815X00","N/A","N/A","N/A"
"378","397","No","Print","N/A","No Authentication","No Authentication","N/A","N/A","N/A","N/A","2022-04-29T12:04:50","2022-04-29T12:05:13","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","2","OK","N/A","Sort","No Staple","0","0","No Punch","No Fold","0","No Saddle Fold","0","4bit","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No filing","No filing","Auto","Not Set","07-11-21 Bulletin","0","Letter","Text","2","Letter","Plain Paper 1","None","1-Sided","600x600","MX-3071S","1505815X00","N/A","N/A","N/A"
"379","398","No","Print","N/A","No Authentication","No Authentication","N/A","N/A","N/A","N/A","2022-04-29T12:06:06","2022-04-29T12:06:13","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","OK","N/A","Sort","No Staple","0","0","No Punch","No Fold","0","No Saddle Fold","0","4bit","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No filing","No filing","Auto","Not Set","07-11-21 Bulletin","0","Letter","Text","1","Letter","Plain Paper 1","None","1-Sided","600x600","MX-3071S","1505815X00","N/A","N/A","N/A"
"380","399","No","Print","N/A","No Authentication","No Authentication","N/A","N/A","N/A","N/A","2022-04-29T12:07:12","2022-04-29T12:10:36","0","97","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97","97","1","1","OK","N/A","Sort","No Staple","0","0","No Punch","No Fold","0","No Saddle Fold","0","4bit","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No filing","No filing","Auto","Not Set","07-11-21 Bulletin","0","Letter","Text","1","Letter","Plain Paper 1","None","1-Sided","600x600","MX-3071S","1505815X00","N/A","N/A","N/A"
"381","400","No","Print","N/A","No Authentication","No Authentication","N/A","N/A","N/A","N/A","2022-04-29T12:13:21","2022-04-29T12:22:50","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","100","1","1","OK","N/A","Group","No Staple","0","0","No Punch","No Fold","0","No Saddle Fold","0","4bit","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No filing","No filing","Auto","Not Set","07-11-21 Bulletin","0","Letter","Text","1","Letter","Plain Paper 1","None","1-Sided","600x600","MX-3071S","1505815X00","N/A","N/A","N/A"
"382","401","No","Print","N/A","No Authentication","No Authentication","N/A","N/A","N/A","N/A","2022-04-29T12:24:31","2022-04-29T12:24:44","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","OK","N/A","Sort","No Staple","0","0","No Punch","No Fold","0","No Saddle Fold","0","4bit","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No filing","No filing","Auto","Not Set","07-11-21 Bulletin","0","Letter","Text","1","Letter","Plain Paper 1","None","1-Sided","600x600","MX-3071S","1505815X00","N/A","N/A","N/A"
"383","402","No","Print","N/A","No Authentication","No Authentication","N/A","N/A","N/A","N/A","2022-04-29T12:25:27","2022-04-29T12:28:49","0","99","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99","99","1","1","OK","N/A","Sort","No Staple","0","0","No Punch","No Fold","0","No Saddle Fold","0","4bit","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No filing","No filing","Auto","Not Set","07-11-21 Bulletin","0","Letter","Text","1","Letter","Plain Paper 1","None","1-Sided","600x600","MX-3071S","1505815X00","N/A","N/A","N/A"
"384","403","No","Print","N/A","No Authentication","No Authentication","N/A","N/A","N/A","N/A","2022-04-29T12:34:27","2022-04-29T12:38:07","102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102","102","1","1","OK","N/A","Sort","No Staple","0","0","No Punch","No Fold","0","No Saddle Fold","0","4bit","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No filing","No filing","Auto","Not Set","07-11-21 Bulletin","0","Letter","Text","1","Letter","Plain Paper 1","None","1-Sided","600x600","MX-3071S","1505815X00","N/A","N/A","N/A"
"385","404","No","Print","N/A","No Authentication","No Authentication","N/A","N/A","N/A","N/A","2022-04-29T12:44:49","2022-04-29T12:44:59","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","OK","N/A","Sort","No Staple","0","0","No Punch","No Fold","0","No Saddle Fold","0","4bit","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No filing","No filing","Auto","Not Set","07-11-21 Bulletin","0","Letter","Text","1","Letter","Plain Paper 1","None","1-Sided","600x600","MX-3071S","1505815X00","N/A","N/A","N/A"
"386","405","No","Print","N/A","No Authentication","No Authentication","N/A","N/A","N/A","N/A","2022-04-29T12:45:55","2022-04-29T12:49:21","0","101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","101","101","1","1","OK","N/A","Sort","No Staple","0","0","No Punch","No Fold","0","No Saddle Fold","0","4bit","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No filing","No filing","Auto","Not Set","07-11-21 Bulletin","0","Letter","Text","1","Letter","Plain Paper 1","None","1-Sided","600x600","MX-3071S","1505815X00","N/A","N/A","N/A"
"387","406","No","Print","N/A","No Authentication","No Authentication","N/A","N/A","N/A","N/A","2022-04-29T12:59:55","2022-04-29T13:00:54","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","20","20","OK","N/A","Sort","No Staple","0","0","No Punch","No Fold","0","No Saddle Fold","0","4bit","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No filing","No filing","Auto","Not Set","Printer_04292022_125955","0","Letter","Text","20","Letter","Plain Paper 1","None","2-Sided Booklet","600x600","MX-3071S","1505815X00","N/A","N/A","N/A"
"388","407","No","Print","N/A","No Authentication","No Authentication","N/A","N/A","N/A","N/A","2022-04-29T13:10:28","2022-04-29T13:13:52","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","100","1","1","OK","N/A","Sort","No Staple","0","0","No Punch","No Fold","0","No Saddle Fold","0","4bit","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No filing","No filing","Auto","Not Set","07-11-21 Bulletin","0","Letter","Text","1","Letter","Plain Paper 1","None","1-Sided","600x600","MX-3071S","1505815X00","N/A","N/A","N/A"
"389","408","No","Print","N/A","No Authentication","No Authentication","N/A","N/A","N/A","N/A","2022-04-29T13:16:58","2022-04-29T13:17:09","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","OK","N/A","Sort","No Staple","0","0","No Punch","No Fold","0","No Saddle Fold","0","4bit","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No filing","No filing","Auto","Not Set","07-11-21 Bulletin","0","Letter","Text","1","Letter","Plain Paper 1","None","1-Sided","600x600","MX-3071S","1505815X00","N/A","N/A","N/A"
"390","409","No","Print","N/A","No Authentication","No Authentication","N/A","N/A","N/A","N/A","2022-04-29T13:17:41","2022-04-29T13:21:03","0","99","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99","99","1","1","OK","N/A","Sort","No Staple","0","0","No Punch","No Fold","0","No Saddle Fold","0","4bit","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No filing","No filing","Auto","Not Set","07-11-21 Bulletin","0","Letter","Text","1","Letter","Plain Paper 1","None","1-Sided","600x600","MX-3071S","1505815X00","N/A","N/A","N/A"
"391","410","No","Print","N/A","No Authentication","No Authentication","N/A","N/A","N/A","N/A","2022-04-29T13:23:17","2022-04-29T13:26:44","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","100","1","1","OK","N/A","Group","No Staple","0","0","No Punch","No Fold","0","No Saddle Fold","0","4bit","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No filing","No filing","Auto","Not Set","07-11-21 Bulletin","0","Letter","Text","1","Letter","Plain Paper 1","None","1-Sided","600x600","MX-3071S","1505815X00","N/A","N/A","N/A"
"392","411","No","Print","N/A","No Authentication","No Authentication","N/A","N/A","N/A","N/A","2022-04-29T13:32:09","2022-04-29T13:32:19","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","OK","N/A","Sort","No Staple","0","0","No Punch","No Fold","0","No Saddle Fold","0","4bit","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No filing","No filing","Auto","Not Set","07-11-21 Bulletin","0","Letter","Text","1","Letter","Plain Paper 1","None","1-Sided","600x600","MX-3071S","1505815X00","N/A","N/A","N/A"
"393","412","No","Print","N/A","No Authentication","No Authentication","N/A","N/A","N/A","N/A","2022-04-29T13:33:14","2022-04-29T13:36:36","0","99","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99","99","1","1","OK","N/A","Sort","No Staple","0","0","No Punch","No Fold","0","No Saddle Fold","0","4bit","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No filing","No filing","Auto","Not Set","07-11-21 Bulletin","0","Letter","Text","1","Letter","Plain Paper 1","None","1-Sided","600x600","MX-3071S","1505815X00","N/A","N/A","N/A"
